epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.94745,1.26862,2.68439,2.08404,0.89002,0.75765,0.826,0.63171,1.28312,1.25866,2.10855,0.000413105,0.000413105,0.000413105
2,15.2264,1.23991,1.26601,2.02824,0.85539,0.76949,0.81702,0.57361,1.24736,1.09149,2.00795,0.000821557,0.000821557,0.000821557
