epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,396.727,1.0321,0.80096,1.99789,0.85617,0.80105,0.82883,0.58722,1.16945,0.89485,2.36943,0.000743468,0.000743468,0.000743468
53,404.411,1.05586,0.8062,1.99964,0.84806,0.82604,0.82761,0.5846,1.16517,0.88729,2.46105,0.000734332,0.000734332,0.000734332
54,412.135,1.04221,0.76323,1.97858,0.88162,0.81918,0.81766,0.59249,1.15819,0.88224,2.5416,0.000725094,0.000725094,0.000725094
55,419.86,1.05074,0.78355,1.97384,0.83937,0.84182,0.84712,0.59497,1.18506,0.86714,2.448,0.000715761,0.000715761,0.000715761
56,427.608,1.02088,0.74112,1.96653,0.88577,0.83158,0.84715,0.60242,1.18377,0.86621,2.31182,0.000706335,0.000706335,0.000706335
57,435.346,1.02478,0.76427,1.98209,0.83788,0.85466,0.80809,0.55055,1.16617,0.85555,2.37355,0.00069682,0.00069682,0.00069682
58,443.083,1.01198,0.76531,1.93522,0.85976,0.83211,0.85238,0.61352,1.13927,0.89941,2.40262,0.000687222,0.000687222,0.000687222
59,450.872,1.00911,0.74609,1.97962,0.87899,0.79332,0.83241,0.58783,1.16732,0.89246,2.45958,0.000677543,0.000677543,0.000677543
60,458.699,0.97345,0.72207,1.94873,0.84594,0.80404,0.83571,0.62471,1.11905,0.82011,2.31525,0.000667789,0.000667789,0.000667789
61,466.438,1.0012,0.74729,1.97509,0.88399,0.82034,0.80429,0.57812,1.15623,0.89791,2.38851,0.000657963,0.000657963,0.000657963
62,474.185,0.98843,0.73809,1.96587,0.87811,0.80547,0.83935,0.60884,1.13755,0.92561,2.39783,0.000648071,0.000648071,0.000648071
63,481.967,0.9707,0.71332,1.94179,0.87543,0.81947,0.84519,0.62115,1.13574,0.87428,2.39217,0.000638115,0.000638115,0.000638115
64,489.748,0.97572,0.71782,1.93823,0.89514,0.81425,0.8375,0.61001,1.15377,0.91057,2.29829,0.000628101,0.000628101,0.000628101
65,497.502,0.96989,0.72726,1.92797,0.87412,0.81778,0.83253,0.62382,1.12857,0.952,2.34372,0.000618034,0.000618034,0.000618034
66,505.266,0.96639,0.72401,1.91568,0.85941,0.80146,0.8353,0.62596,1.10899,0.86162,2.34249,0.000607916,0.000607916,0.000607916
67,513.029,1.00161,0.74418,1.97549,0.8801,0.79362,0.82577,0.59754,1.19444,0.93632,2.39896,0.000597754,0.000597754,0.000597754
68,520.834,0.97717,0.71328,1.94124,0.88322,0.82459,0.8349,0.61056,1.12971,0.88536,2.40734,0.000587551,0.000587551,0.000587551
69,528.6,0.97731,0.72102,1.93556,0.8874,0.80148,0.83115,0.61049,1.11219,0.94449,2.39651,0.000577311,0.000577311,0.000577311
70,536.426,0.97587,0.70662,1.93693,0.89507,0.80696,0.83944,0.6117,1.11527,0.82207,2.36367,0.00056704,0.00056704,0.00056704
71,544.153,0.97222,0.72054,1.92027,0.9061,0.82566,0.85473,0.61788,1.15146,0.81246,2.29692,0.000556742,0.000556742,0.000556742
72,551.892,0.95318,0.7056,1.9163,0.87786,0.81612,0.81392,0.59546,1.13951,0.88731,2.63031,0.000546421,0.000546421,0.000546421
73,559.552,0.92959,0.66912,1.91889,0.86907,0.81329,0.82009,0.62087,1.13681,0.83181,2.4933,0.000536081,0.000536081,0.000536081
74,567.269,0.9503,0.69369,1.9217,0.86846,0.83719,0.82128,0.59749,1.17621,0.83092,2.48731,0.000525728,0.000525728,0.000525728
75,574.967,0.96359,0.68089,1.92701,0.85272,0.81776,0.82575,0.62731,1.13416,0.88379,2.45188,0.000515366,0.000515366,0.000515366
76,582.719,0.93094,0.67291,1.91897,0.82549,0.83711,0.82261,0.62182,1.12026,0.86782,2.36118,0.000505,0.000505,0.000505
77,590.456,0.93466,0.6696,1.88187,0.87676,0.80841,0.82351,0.60626,1.18161,0.88634,2.56161,0.000494634,0.000494634,0.000494634
78,598.18,0.93472,0.66935,1.90323,0.86393,0.80913,0.83477,0.61306,1.11925,0.89405,2.55935,0.000484272,0.000484272,0.000484272
79,606.007,0.93558,0.64647,1.90316,0.90017,0.81564,0.82414,0.59663,1.1592,0.88906,2.57309,0.000473919,0.000473919,0.000473919
80,613.743,0.92599,0.66794,1.9299,0.87956,0.83888,0.8483,0.61817,1.11411,0.81022,2.34393,0.000463579,0.000463579,0.000463579
81,621.464,0.91191,0.64832,1.90132,0.89007,0.81442,0.83684,0.61691,1.12864,0.8329,2.44938,0.000453258,0.000453258,0.000453258
82,629.196,0.91297,0.64637,1.88983,0.88596,0.81458,0.83738,0.60161,1.12042,0.87099,2.39667,0.00044296,0.00044296,0.00044296
83,636.956,0.90251,0.63756,1.88951,0.88084,0.81723,0.81992,0.61709,1.09722,0.87314,2.47648,0.000432689,0.000432689,0.000432689
84,644.714,0.89859,0.63859,1.87982,0.88885,0.83053,0.83705,0.61085,1.11253,0.84701,2.37826,0.000422449,0.000422449,0.000422449
85,652.445,0.91087,0.67092,1.89668,0.86865,0.81522,0.82361,0.60779,1.1602,0.91728,2.54594,0.000412246,0.000412246,0.000412246
86,660.175,0.91747,0.64423,1.8821,0.87457,0.80839,0.82122,0.62147,1.13893,0.89014,2.42723,0.000402084,0.000402084,0.000402084
87,667.972,0.92201,0.657,1.89368,0.87169,0.8118,0.83799,0.61461,1.13463,0.85886,2.53888,0.000391966,0.000391966,0.000391966
88,675.764,0.89912,0.64462,1.87196,0.84874,0.82328,0.83651,0.62131,1.13942,0.8456,2.42457,0.000381899,0.000381899,0.000381899
89,683.556,0.8925,0.62537,1.89659,0.86393,0.83888,0.83564,0.59692,1.15836,0.82849,2.45613,0.000371885,0.000371885,0.000371885
90,691.248,0.90218,0.62741,1.8935,0.8631,0.83875,0.839,0.61656,1.11492,0.8267,2.46119,0.000361929,0.000361929,0.000361929
91,699.006,0.86731,0.60193,1.83329,0.8877,0.82658,0.83838,0.6047,1.13746,0.78917,2.47911,0.000352037,0.000352037,0.000352037
92,706.743,0.88488,0.62217,1.84978,0.89259,0.80979,0.83481,0.61257,1.16289,0.86721,2.39987,0.000342211,0.000342211,0.000342211
93,714.463,0.87234,0.62733,1.91266,0.87883,0.82297,0.83884,0.61924,1.13312,0.79621,2.55545,0.000332457,0.000332457,0.000332457
94,722.209,0.88675,0.62183,1.89657,0.87352,0.81865,0.83857,0.61884,1.12908,0.8671,2.39732,0.000322778,0.000322778,0.000322778
95,729.947,0.87778,0.61675,1.8466,0.88589,0.83236,0.84208,0.60459,1.13218,0.84273,2.46468,0.00031318,0.00031318,0.00031318
96,737.799,0.89856,0.62988,1.86168,0.8841,0.80408,0.80722,0.58594,1.10442,0.84319,2.49032,0.000303665,0.000303665,0.000303665
97,745.584,0.85024,0.59396,1.85283,0.90053,0.82716,0.84211,0.6101,1.10699,0.80641,2.29134,0.000294239,0.000294239,0.000294239
98,753.347,0.86071,0.59385,1.83697,0.89781,0.81835,0.84209,0.62689,1.12749,0.83098,2.50348,0.000284906,0.000284906,0.000284906
99,761.115,0.86816,0.61315,1.85561,0.89264,0.80428,0.84547,0.62929,1.17709,0.88913,2.54453,0.000275668,0.000275668,0.000275668
100,768.932,0.87211,0.61155,1.8764,0.90814,0.81589,0.85694,0.63446,1.1499,0.80079,2.55924,0.000266532,0.000266532,0.000266532
101,776.699,0.84624,0.59859,1.86357,0.89137,0.81552,0.83333,0.62506,1.17264,0.84305,2.61541,0.0002575,0.0002575,0.0002575
102,784.461,0.84084,0.59515,1.84083,0.8909,0.83305,0.83112,0.6155,1.12265,0.83347,2.62521,0.000248577,0.000248577,0.000248577
103,792.263,0.84227,0.59977,1.86473,0.86571,0.82247,0.81716,0.59704,1.14264,0.85418,2.66054,0.000239766,0.000239766,0.000239766
104,800.064,0.84373,0.59078,1.85757,0.87262,0.79799,0.79779,0.58424,1.15582,0.85438,2.68006,0.000231071,0.000231071,0.000231071
105,807.868,0.84391,0.59904,1.85283,0.85193,0.829,0.80372,0.583,1.16126,0.86536,2.48481,0.000222497,0.000222497,0.000222497
106,815.675,0.84784,0.60476,1.88192,0.85888,0.82947,0.81857,0.59216,1.15148,0.87335,2.45535,0.000214046,0.000214046,0.000214046
107,823.502,0.83402,0.58184,1.84368,0.84495,0.83416,0.8204,0.61012,1.15602,0.89288,2.46345,0.000205723,0.000205723,0.000205723
108,831.29,0.84801,0.58816,1.87271,0.86037,0.81388,0.82063,0.61921,1.15702,0.86927,2.51322,0.000197532,0.000197532,0.000197532
109,839.106,0.85536,0.59633,1.85875,0.8576,0.81077,0.82401,0.61963,1.15607,0.85305,2.71558,0.000189475,0.000189475,0.000189475
110,846.908,0.82572,0.57866,1.84137,0.83918,0.81043,0.81595,0.59994,1.1649,0.84042,2.60435,0.000181557,0.000181557,0.000181557
111,854.766,0.83879,0.59479,1.84265,0.86666,0.83378,0.81518,0.59544,1.16661,0.86093,2.72656,0.00017378,0.00017378,0.00017378
112,862.595,0.83937,0.58458,1.85098,0.86777,0.82876,0.83,0.61031,1.13818,0.84405,2.57993,0.000166149,0.000166149,0.000166149
113,870.375,0.81962,0.5633,1.82179,0.88302,0.8167,0.83733,0.60341,1.14828,0.84239,2.5681,0.000158667,0.000158667,0.000158667
114,878.112,0.82157,0.56613,1.83131,0.84826,0.82972,0.83542,0.60655,1.16062,0.8429,2.51014,0.000151336,0.000151336,0.000151336
115,885.888,0.83267,0.59876,1.84769,0.88344,0.82711,0.83779,0.61128,1.13361,0.82726,2.72057,0.000144161,0.000144161,0.000144161
116,893.728,0.81427,0.56038,1.82463,0.8699,0.82017,0.82665,0.61065,1.134,0.83577,2.56591,0.000137143,0.000137143,0.000137143
117,901.564,0.83539,0.57465,1.84931,0.87622,0.81584,0.81889,0.61102,1.13211,0.85208,2.51975,0.000130287,0.000130287,0.000130287
118,909.343,0.81791,0.56614,1.80011,0.88656,0.82659,0.83329,0.62373,1.13529,0.87925,2.64416,0.000123596,0.000123596,0.000123596
119,917.123,0.81494,0.57062,1.82378,0.86751,0.82404,0.8296,0.62259,1.13722,0.8952,2.61998,0.000117072,0.000117072,0.000117072
120,924.94,0.81072,0.55122,1.81592,0.8547,0.80972,0.81546,0.61137,1.1359,0.88439,2.74288,0.000110718,0.000110718,0.000110718
121,932.778,0.80948,0.55274,1.81699,0.87752,0.8207,0.82026,0.61235,1.12613,0.87212,2.42118,0.000104537,0.000104537,0.000104537
122,940.628,0.80764,0.55059,1.82386,0.88154,0.81628,0.82035,0.61551,1.12939,0.84085,2.65886,9.85311e-05,9.85311e-05,9.85311e-05
123,948.432,0.81362,0.5696,1.84163,0.8686,0.82455,0.82546,0.61028,1.13847,0.85552,2.55459,9.2704e-05,9.2704e-05,9.2704e-05
124,956.25,0.7955,0.56135,1.82797,0.87801,0.82953,0.83507,0.62041,1.12583,0.87262,2.61953,8.70577e-05,8.70577e-05,8.70577e-05
125,964.071,0.80669,0.56117,1.81684,0.86526,0.81124,0.82179,0.62894,1.117,0.87705,2.57329,8.15947e-05,8.15947e-05,8.15947e-05
126,971.954,0.80893,0.56107,1.81512,0.86681,0.80862,0.81738,0.62474,1.12634,0.87117,2.70558,7.63174e-05,7.63174e-05,7.63174e-05
127,979.791,0.80095,0.5593,1.8066,0.87748,0.8207,0.8337,0.61876,1.14106,0.87553,2.50406,7.12282e-05,7.12282e-05,7.12282e-05
128,987.589,0.8148,0.56701,1.81615,0.86979,0.80711,0.82214,0.62246,1.1387,0.88692,2.57561,6.63292e-05,6.63292e-05,6.63292e-05
129,995.401,0.79042,0.54194,1.82773,0.87339,0.81046,0.82224,0.62878,1.13692,0.88947,2.49585,6.16227e-05,6.16227e-05,6.16227e-05
130,1003.26,0.80902,0.55995,1.82305,0.85712,0.82882,0.82396,0.62216,1.13052,0.87892,2.47735,5.71106e-05,5.71106e-05,5.71106e-05
131,1011.05,0.79966,0.54671,1.80436,0.87856,0.8186,0.82871,0.62787,1.13397,0.87156,2.59437,5.2795e-05,5.2795e-05,5.2795e-05
132,1018.84,0.79575,0.55785,1.8137,0.87673,0.81176,0.83054,0.62903,1.13521,0.87034,2.54271,4.86777e-05,4.86777e-05,4.86777e-05
133,1026.65,0.79099,0.55452,1.82311,0.89606,0.78935,0.83242,0.63081,1.13042,0.86632,2.56451,4.47606e-05,4.47606e-05,4.47606e-05
134,1034.5,0.78713,0.54207,1.7856,0.8718,0.81371,0.82057,0.62541,1.12494,0.86462,2.58827,4.10454e-05,4.10454e-05,4.10454e-05
135,1042.34,0.78766,0.52945,1.794,0.86802,0.81389,0.82357,0.62029,1.12567,0.87319,2.50485,3.75337e-05,3.75337e-05,3.75337e-05
136,1050.12,0.79638,0.54808,1.80777,0.8951,0.82325,0.84355,0.62958,1.12814,0.87441,2.59902,3.4227e-05,3.4227e-05,3.4227e-05
137,1057.99,0.8176,0.5739,1.82208,0.87832,0.81623,0.82426,0.61502,1.13326,0.88519,2.60048,3.11268e-05,3.11268e-05,3.11268e-05
138,1065.84,0.77596,0.53741,1.75024,0.8687,0.83424,0.83684,0.62006,1.12663,0.88721,2.52707,2.82345e-05,2.82345e-05,2.82345e-05
139,1073.65,0.79709,0.54092,1.80046,0.89075,0.81723,0.84216,0.62623,1.12431,0.87484,2.55223,2.55513e-05,2.55513e-05,2.55513e-05
140,1081.46,0.7767,0.53217,1.78489,0.86799,0.82383,0.82841,0.62212,1.1288,0.87834,2.57023,2.30784e-05,2.30784e-05,2.30784e-05
141,1089.74,0.63339,0.38125,1.80322,0.88891,0.79851,0.8135,0.60402,1.13002,0.84414,2.52137,2.08169e-05,2.08169e-05,2.08169e-05
142,1097.48,0.61602,0.37071,1.77321,0.88748,0.80658,0.82489,0.61029,1.1308,0.83908,2.51813,1.87678e-05,1.87678e-05,1.87678e-05
143,1105.2,0.61396,0.3663,1.74619,0.90058,0.82268,0.83256,0.61263,1.13505,0.84039,2.55046,1.6932e-05,1.6932e-05,1.6932e-05
144,1112.93,0.60567,0.3603,1.71777,0.89926,0.82298,0.83127,0.61165,1.13393,0.84263,2.5964,1.53102e-05,1.53102e-05,1.53102e-05
145,1120.66,0.61365,0.36123,1.7736,0.90198,0.82016,0.83093,0.61862,1.13546,0.84678,2.58158,1.39032e-05,1.39032e-05,1.39032e-05
146,1128.41,0.60439,0.35468,1.72862,0.91157,0.81723,0.83169,0.61318,1.1345,0.85225,2.53479,1.27117e-05,1.27117e-05,1.27117e-05
147,1136.12,0.598,0.35755,1.72032,0.91316,0.81744,0.83367,0.61077,1.13501,0.85426,2.5388,1.1736e-05,1.1736e-05,1.1736e-05
148,1143.84,0.60258,0.35323,1.76619,0.91055,0.81705,0.83674,0.62109,1.13386,0.85537,2.58455,1.09768e-05,1.09768e-05,1.09768e-05
149,1151.58,0.59598,0.34782,1.72824,0.90514,0.82017,0.83536,0.61724,1.13225,0.85335,2.51197,1.04342e-05,1.04342e-05,1.04342e-05
150,1159.3,0.59676,0.36003,1.74772,0.90347,0.82066,0.83712,0.62131,1.13538,0.85578,2.48578,1.01086e-05,1.01086e-05,1.01086e-05
